Type,Filename,MCZ number,Genus,species,Skin patch or microfossil,Sample location (letter),subsample location,Notes/Questions,Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Base width/length,Crown to base ratio,Number of Grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location,Mound,Notes,Numerical Only Code (autofills),Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Mound,Base width/length,Crown to base ratio,Number of Grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location
,MCZ40662_Etmopterus_Schultzi_mircofossil_A.tif,MCZ40662,Etmopterus,Schultzi,mircofossil,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MCZ_S_664_Dalatias_Licha_skinpatch_A.tif,MCZS664,Dalatias,Licha,skinpatch,A,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.2 Scalloped margin texture,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.1 None,E2.0 No cusps or too broken to code,E3.0 No cusps/one cusp or too broken to code,E4.0 No cusps or too broken to code,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.7 six-ten,G2.7 six or more,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.0 None or too broken to code,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.2 Clearly defined on part of the crown but gets shallower and does not extend to full length of denticle,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,2,1,2,1,1,2,1,0,0,0,2,7,7,1,3,3,1,0,1,1,1,0,3,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_B.tif,MCZS664,Dalatias,Licha,skinpatch,B,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.1 No Ridges,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,2,1,0,2,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_C.tif,MCZS664,Dalatias,Licha,skinpatch,C,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,2,1,0,2,1,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_D.tif,MCZS664,Dalatias,Licha,skinpatch,D,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.1 None,E2.0 No cusps or too broken to code,E3.0 No cusps/one cusp or too broken to code,E4.0 No cusps or too broken to code,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.2 one,G2.2 one,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.2 Only one Ridge,I2.1 Straight,I3.1 Parallel,J1.0 None/only one ridge or too broken to code,J2.0 None or too broken to code,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.1 Only one ridge,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,1,0,0,0,2,2,2,1,3,2,1,1,0,0,1,0,2,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_F.tif,MCZS664,Dalatias,Licha,skinpatch,F,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.3 two,G2.3 two,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.3 Variable ridge height,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,3,3,1,3,3,1,1,1,2,1,0,2,3,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_G.tif,MCZS664,Dalatias,Licha,skinpatch,G,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.3 Triangular thinning from anterior,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,"L1.5 Includes ridges described by a combination of 1,2, 3,",L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,3,1,2,1,0,5,3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_H.tif,MCZS664,Dalatias,Licha,skinpatch,H,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,2,1,0,2,3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_I.tif,MCZS664,Dalatias,Licha,skinpatch,I,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.2 ¼ <x<½,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,2,2,4,4,1,3,3,1,1,1,1,1,0,2,3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_J.tif,MCZS664,Dalatias,Licha,skinpatch,J,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_K.tif,MCZS664,Dalatias,Licha,skinpatch,K,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.2 Triangular widening from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,2,1,0,2,3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_L.tif,MCZS664,Dalatias,Licha,skinpatch,L,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,1,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
