Type,Filename,MCZ number,Genus,species,Skin patch or microfossil,Sample location (letter),subsample location,Notes/Questions,Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Base width/length,Crown to base ratio,Number of Grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location,Mound,Notes,Numerical Only Code (autofills),Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Mound,Base width/length,Crown to base ratio,Number of Grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location
,MCZ_S_664_Dalatias_Licha_skinpatch_M.tif,MCZS664,Dalatias,Licha,skinpatch,M,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,"L1.5 Includes ridges described by a combination of 1,2, 3,",L2.2 Clearly defined on part of the crown but gets shallower and does not extend to full length of denticle,L3.3 Variable ridge height,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.3 Longer than wide,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,5,2,3,2,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_N.tif,MCZS664,Dalatias,Licha,skinpatch,N,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.1 x < ¼ ,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.2 Converges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.3 Triangular thinning from anterior,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.2 Clearly defined on part of the crown but gets shallower and does not extend to full length of denticle,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,1,2,4,4,1,2,3,1,1,1,3,1,0,3,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_O.tif,MCZS664,Dalatias,Licha,skinpatch,O,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.3 Longer than wide,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,3,3,2,2,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_P.tif,MCZS664,Dalatias,Licha,skinpatch,P,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,3,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_Q.tif,MCZS664,Dalatias,Licha,skinpatch,Q,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.2 Clearly defined on part of the crown but gets shallower and does not extend to full length of denticle,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,2,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_R.tif,MCZS664,Dalatias,Licha,skinpatch,R,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,3,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_S.tif,MCZS664,Dalatias,Licha,skinpatch,S,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.1 Rounded Spade,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.2 ¼ <x<½,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,1,2,1,1,2,1,1,2,2,2,2,2,2,4,4,1,3,3,1,1,1,1,1,0,2,1,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_T.tif,MCZS664,Dalatias,Licha,skinpatch,T,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,1,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_U.tif,MCZS664,Dalatias,Licha,skinpatch,U,,,Z1.2.Denticle,A1.1 Spine,A2.5 Lobed Spade,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.1 None,E2.0 No cusps or too broken to code,E3.0 No cusps/one cusp or too broken to code,E4.0 No cusps or too broken to code,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.2 one ridge outgrowth,H1.3 Diverges from anterior,I1.4 Distinct shape/size from other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,1,5,2,1,1,2,1,1,2,1,0,0,0,2,4,4,2,3,4,1,1,1,1,1,0,3,1,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_V.tif,MCZS664,Dalatias,Licha,skinpatch,V,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.2 ¼ <x<½,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,2,2,4,4,1,3,3,1,1,1,1,1,0,3,1,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_Y.tif,MCZS664,Dalatias,Licha,skinpatch,Y,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.3 Ridge ends mid crown/ Ridge begins mid crown,L2.1 Not Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,3,1,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZ_S_664_Dalatias_Licha_skinpatch_Z.tif,MCZS664,Dalatias,Licha,skinpatch,Z,,,Z1.2.Denticle,A1.9 Triangular or Arrow-like,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.2 Rounded,C2.1 Smooth,C3.1 Smooth,D1.2 one,E1.2 one,E2.2 Cusps defined by ridges,E3.2 Central cusp is distinct,E4.3 ½ < x,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.4 three,G2.4 three,G3.1 no ridge outgrowths,H1.3 Diverges from anterior,I1.3 Same as other ridges,I2.1 Straight,I3.1 Parallel,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.2 Ridge profiles or troughs are triangular,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.1 Kite shaped,O2.2 Wider than long,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,No show of base ,,2,9,0,2,1,1,2,1,1,2,2,2,2,3,2,4,4,1,3,3,1,1,1,1,1,0,2,3,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0
,MCZS664_Dalatias_Licha_skinpatch_A.tif,MCZS664,Dalatias,Licha,mircofossil,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,